Disclaimer: Although Stormwater Services makes every effort to ensure data quality in the monitoring program, errors do arise and may not be identified at the time the data was uploaded to this database.  The City of Durham does not assume any liability associated with the use of these data and is not obligated to notify parties of modifications or changes to the database.

Query Results: 
Name:EL10.7EC-EL1.9EC-EL5.0EC-EL5.5GC-EL5.6EC-EL7.1EC-EL7.1SEC-EL7.6SECT-EL7.9EC-EL8.1GC-EL8.2EC-EL8.5SEC-EL8.6SECUT-EL9.9EC-EL-Englewood-EL-Knox 
Medium:Water
Parameters: all 
Project: Ambient
Time Period:2016-05-02 ~ 2022-05-02
Data was downloaded on May 23 2022 11:41 am
The data contains the QA code. 
For Help with QA code, please check http://www.durhamwaterquality.org/QAcode.php

Station Name,Filtered,Parameter,Date/Time,Value,QA Code,Unit,QAQC Sample,Comments,Rain in Last 24 Hours,Sky Condition,Flow Severity,Comp  Code,Thalweg,Lab,Project
"EL1.9EC","","pH","2017-07-11 09:50:00","7.3","","",""," ","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2017-08-15 09:40:00","7.2","","",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2017-09-12 10:00:00","7.6","","",""," ","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2017-10-10 10:00:00","7.3","","",""," ","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2017-11-07 10:05:00","7.4","","",""," ","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2017-12-05 10:20:00","7.2","","",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2018-01-02 09:45:00","7.1","","",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2018-02-06 09:55:00","7.5","","","","Duplicate Site","Yes","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2018-03-06 09:10:00","7.6","","",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2018-04-03 09:05:00","7.4","","","","Large sewer spill upstream at NDWRF over the weekend","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2018-05-01 08:45:00","7.5","","","","NDWRF dewatering from construction area on 4/30","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2018-06-05 09:15:00","7.4","","","","merky water and strong sewage odor","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2018-07-10 08:50:00","7.5","","",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2018-08-07 09:35:00","7.3","","",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2018-09-04 09:40:00","7.5","","",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2018-10-02 09:20:00","7.1","","","","Very high water could not reach thalwag","No","Partly Cloudy","4","G","No","SDWRF","Ambient",
"EL1.9EC","","pH","2018-11-06 08:55:00","6.8","","",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2018-12-04 10:00:00","7.4","","",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2019-01-08 09:50:00","7.3","","",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2019-02-05 09:10:00","7.6","","",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2019-03-05 09:30:00","7.4","","","","Duplicate Site","Yes","Overcast","3","G","No","SDWRF","Ambient",
"EL1.9EC","","pH","2019-04-02 09:20:00","7.6","","",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2019-05-07 09:00:00","7","","",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2019-06-05 09:10:00","7.5","","",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2019-07-09 09:00:00","7.4","","",""," ","Yes","Overcast","3","G","No","SDWRF","Ambient",
"EL1.9EC","","pH","2019-08-06 09:00:00","7.3","","",""," ","Yes","Overcast","3","G","No","SDWRF","Ambient",
"EL1.9EC","","pH","2019-09-03 09:30:00","7.6","","",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2019-10-01 09:30:00","7.5","","",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2019-11-05 09:15:00","7.2","","","","Duplicate Site","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2019-12-03 09:05:00","7.5","","","","Organic foam on water surfaace","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2020-01-07 09:15:00","7.4","","",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2020-02-04 09:15:00","7.2","","",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2020-03-03 09:20:00","7.3","","",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2020-05-12 08:15:00","7","","","","Due to COVID-19 safety constraints, only the Nutrient Loading sites were sampled in May 2020","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2020-06-09 00:00:00","7.2","","","","Slight dead fish smell; Due to COVID-19 safety constraints, only the Nutrient Loading sites were sampled in May 2020 Slight dead fish smell; Due to COVID-19 safety constraints, only the Nutrient Loading sites were sampled in June 2020","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2020-07-07 08:50:00","7.1","","",""," ","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2020-08-04 08:50:00","6.2","","","","Heavy rains overnight from hurricane.","Yes","Partly Cloudy","4","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2020-09-01 09:15:00","6.6","","",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2020-10-06 09:15:00","7","","",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2020-11-03 08:55:00","6.8","","","","Duplicate Site","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2020-12-01 08:40:00","6.6","","",""," ","Yes","Sunny","3","G","No","SDWRF","Ambient",
"EL1.9EC","","pH","2021-01-05 09:20:00","6.5","","",""," ","No","Overcast","3","G","No","SDWRF","Ambient",
"EL1.9EC","","pH","2021-02-02 09:40:00","7.5","","",""," ","Yes","Partly Cloudy","3","G","No","SDWRF","Ambient",
"EL1.9EC","","pH","2021-03-02 09:15:00","6.7","","","","Channel seems to be backed up, possibly due to high stage at Falls Lake","No","Partly Cloudy","3","G","No","SDWRF","Ambient",
"EL1.9EC","","pH","2021-04-06 09:10:00","7.5","","","","Duplicate Site","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2021-05-04 09:00:00","7.2","","",""," ","Yes","Sunny","3","G","No","SDWRF","Ambient",
"EL1.9EC","","pH","2021-06-01 08:55:00","7.4","","",""," ","No","Sunny","3","G","No","SDWRF","Ambient",
"EL1.9EC","","pH","2021-07-06 09:00:00","7.4","","",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2021-08-03 08:55:00","7.6","","",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2021-09-07 09:05:00","7.6","","",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2021-10-12 09:45:00","7.6","","",""," ","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2021-11-02 09:05:00","7.2","","",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2021-12-07 09:25:00","7.5","","","","Duplicate Site","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2022-01-04 09:00:00","6.9","","","","Winter storm over the weekend","No","Sunny","4","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2022-02-01 09:15:00","7.5","","","","Winter storm over the weekend","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","pH","2022-03-01 09:15:00","7.3","","","","Duplicate Site","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","pH","2017-01-19 10:05:00","7.42","","","","Staff Gage: 4.06","Yes","Sunny","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","pH","2017-02-14 09:55:00","7.43","","","","Staff Gage: 4.80'","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","pH","2017-03-14 09:45:00","7.3","","",""," ","Yes","Overcast","4","G","Yes","SDWRF","Ambient",
"EL5.5GC","","pH","2017-04-11 09:15:00","7.1","","","","Duplicate Site, Staff Gage: 3.98'","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","pH","2017-05-16 09:05:00","7","","","","Staff Gage: 4.40'","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","pH","2017-06-13 08:20:00","7.2","","","","Staff Gage: 3.86'","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","pH","2017-07-11 09:25:00","6.8","","","","Staff Gage: 3.96'","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","pH","2017-08-15 09:20:00","7.2","","","","Staff Gage: 3.90'","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","pH","2017-09-12 09:40:00","7.3","","","","Staff Gage: 3.89'","Yes","Overcast","1","G","Yes","SDWRF","Ambient",
"EL5.5GC","","pH","2017-10-10 09:40:00","7","","","","Staff Gage: 3.81'","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","pH","2017-11-07 09:45:00","6.4","","","","Staff Gage: 3.88'","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","pH","2017-12-05 09:55:00","7.1","","","","Staff Gage: 3.93'","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","pH","2019-01-08 10:10:00","7","","",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","pH","2019-02-05 09:35:00","7.4","","",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","pH","2019-03-05 10:05:00","7.5","","",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","pH","2019-04-02 09:55:00","7.6","","","","Duplicate Site; light drizzle, lots of algae growth","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","pH","2019-05-07 09:20:00","6.9","","",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","pH","2019-06-05 09:30:00","7","","",""," ","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","pH","2019-07-09 09:25:00","7","","",""," ","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","pH","2019-08-06 09:15:00","6.9","","",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","pH","2019-09-03 09:50:00","7.1","","","","Murky water","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","pH","2019-10-01 09:50:00","6.9","","",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","pH","2019-11-05 09:35:00","6.7","","",""," ","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","pH","2019-12-03 09:50:00","7.4","","","","Duplicate Site","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","pH","2021-01-05 08:55:00","6.9","","",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","pH","2021-02-02 09:20:00","7.8","","",""," ","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","pH","2021-03-02 08:55:00","6.9","","","","Duplicate Site","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","pH","2021-04-06 08:40:00","7.6","","",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","pH","2021-05-04 08:40:00","6.8","","",""," ","Yes","Sunny","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","pH","2021-06-01 08:35:00","7.3","","",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","pH","2021-07-06 08:40:00","7.5","","",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","pH","2021-08-03 08:40:00","7.6","","",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","pH","2021-09-07 08:45:00","7.6","","",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","pH","2021-10-12 09:25:00","7.4","","",""," ","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","pH","2021-11-02 08:40:00","7.2","","","","Duplicate Site","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","pH","2021-12-07 08:40:00","7","","","","unidentified odor, dark colored water with black flocculant","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","pH","2017-01-19 09:50:00","7.3","","",""," ","Yes","Sunny","2","G","Yes","SDWRF","Ambient",
"EL5.6EC","","pH","2017-02-14 09:35:00","7.36","","",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","pH","2017-03-14 09:30:00","7.3","","","","Duplicate Site","Yes","Overcast","4","G","Yes","SDWRF","Ambient",
"EL5.6EC","","pH","2017-04-11 08:55:00","7.2","","",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL5.6EC","","pH","2017-05-16 08:45:00","7.1","","",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL5.6EC","","pH","2017-06-13 08:10:00","7.2","","",""," ","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL5.6EC","","pH","2017-07-11 09:05:00","6.9","","",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","pH","2017-08-15 08:55:00","7.1","","",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","pH","2017-09-12 09:23:00","7.3","","",""," ","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL5.6EC","","pH","2017-10-10 09:20:00","6.4","","","","high flow","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","pH","2017-11-07 09:30:00","6.8","","",""," ","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL5.6EC","","pH","2017-12-05 09:35:00","7","","","","Duplicate Site","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","pH","2019-01-08 10:30:00","7","","",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","pH","2019-02-05 09:55:00","7.5","","",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","pH","2019-03-05 10:34:00","7.4","","",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","pH","2019-04-02 10:15:00","7.6","","","","Raining","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","pH","2019-05-07 09:45:00","6.8","","","","Duplicate Site","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","pH","2019-06-05 09:45:00","7.2","","",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","pH","2019-07-09 09:35:00","6.7","","",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","pH","2019-08-06 09:30:00","6.8","","",""," ","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","pH","2019-09-03 10:00:00","7.2","","",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","pH","2019-10-01 10:05:00","7.1","","",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL5.6EC","","pH","2019-11-05 09:50:00","6.6","","","","Large blockage upstream of culvert","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL5.6EC","","pH","2019-12-03 10:05:00","7","","",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2017-01-19 11:20:00","7.45","","",""," ","Yes","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2017-02-14 11:10:00","7.52","","","","Lots of filamentous algae","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2017-03-14 11:00:00","7.4","","",""," ","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2017-04-11 10:25:00","7.4","","","","lots of filamentus algae","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2017-05-16 10:30:00","7.1","","",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2017-06-13 10:25:00","7.2","","",""," ","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2017-07-11 10:50:00","6.7","","","","Duplicate Site","Yes","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2017-08-15 10:40:00","7.1","","",""," ","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2017-09-12 10:50:00","7.5","","",""," ","Yes","Overcast","1","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2017-10-10 10:55:00","6.9","","",""," ","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2017-11-07 11:00:00","6.9","","",""," ","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2017-12-05 11:10:00","6.9","","",""," ","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2018-01-02 09:10:00","7.1","","","","Duplicate Site; Layer of Ice","No","Sunny","1","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2018-02-06 09:10:00","7.6","","",""," ","Yes","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2018-03-06 08:50:00","7.9","","",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2018-04-03 08:35:00","7.5","","","","Lots of green filamentous algae present","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2018-05-01 08:25:00","7.5","","","","Lots of green filamentous algae present","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2018-06-05 08:50:00","6.8","J10","",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2018-07-10 08:25:00","6.9","","",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2018-08-07 09:00:00","7","","","","Duplicate Site","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2018-09-04 09:00:00","7.3","","",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2018-10-02 08:55:00","6.9","","",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2018-11-06 08:30:00","6.7","","",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2018-12-04 09:30:00","7.1","","",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2019-01-08 11:00:00","6.9","","",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2019-02-05 10:15:00","7.4","","",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2019-03-05 11:00:00","7.2","","",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2019-04-02 10:40:00","7.7","","","","Raining; lots of algae matts present","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2019-05-07 10:15:00","7","","",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2019-06-05 10:15:00","7.3","","","","Duplicate Site","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2019-07-09 09:55:00","6.9","","",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2019-08-06 09:55:00","6.9","","",""," ","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2019-09-03 10:20:00","7.4","","",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2019-10-01 10:25:00","7.2","","","","low flow and large amount of brown fluffy algae","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2019-11-05 10:10:00","7","","",""," ","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2019-12-03 10:30:00","7.2","","",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2020-01-07 08:55:00","7.3","","",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2020-02-04 08:50:00","6.9","","","","Duplicate Site; green floc algae present","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2020-03-03 08:45:00","7","","","","Green floc algae present","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2020-05-12 09:30:00","7.3","","","","low flow; due to COVID-19 safety constraints, only the Nutrient Loading sites were sampled in May 2020","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2020-06-09 09:50:00","6.9","","","","Murky water; due to COVID-19 safety constraints, only the Nutrient Loading sites were sampled in May 2020 Murky water; due to COVID-19 safety constraints, only the Nutrient Loading sites were sampled in June 2020","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2020-07-07 08:25:00","6.9","","","","Murky Water","Yes","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2020-08-04 08:25:00","6.5","","","","Heavy rains overnight from hurricane.","Yes","Partly Cloudy","4","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2020-09-01 08:50:00","6.7","","",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2020-10-06 08:45:00","7","","","","Duplicate Site","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2020-11-03 08:25:00","6.9","","",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2020-12-01 08:20:00","7","","",""," ","Yes","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2021-01-05 09:55:00","6.5","","",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2021-02-02 10:20:00","7.5","","",""," ","Yes","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2021-03-02 09:40:00","6.8","","",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2021-04-06 09:40:00","7.5","","",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2021-05-04 09:30:00","7.2","","","","Duplicate Site","Yes","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2021-06-01 09:20:00","7.4","","",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2021-07-06 09:30:00","7.3","","",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2021-08-03 09:20:00","7.6","","","","Light rain","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2021-09-07 09:30:00","7.3","","",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2021-10-12 10:10:00","7.4","","",""," ","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2021-11-02 09:25:00","7.6","","",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2021-12-07 09:55:00","7.3","","",""," ","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2022-01-04 08:30:00","6.6","","","","Winter storm over the weekend","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2022-02-01 08:45:00","7.1","","","","Duplicate site; Winter storm over the weekend","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","pH","2022-03-01 08:45:00","6.9","","",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1SEC","","pH","2017-01-19 11:40:00","7.36","","","","High conductivity due to ice treatment for snow storm","Yes","Sunny","2","G","Yes","SDWRF","Ambient",
